"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"Function_820971B8","820971b8","Function","Global","Analysis","1","0"
"Function_820972F8","820972f8","Function","Global","Analysis","12","0"
"Function_82097398","82097398","Function","Global","Analysis","1","0"
"Function_82097618","82097618","Function","Global","Analysis","1","0"
"Function_820976B0","820976b0","Function","Global","Analysis","2","0"
"FUN_82097838","82097838","Function","Global","Default","3","0"
"FUN_82097860","82097860","Function","Global","Default","42","0"
"Function_82097900","82097900","Function","Global","Analysis","12","0"
"Function_820979E8","820979e8","Function","Global","Analysis","5","0"
"Function_82097A90","82097a90","Function","Global","Analysis","4","0"
"Function_82097B10","82097b10","Function","Global","Analysis","0","0"
"Function_82097B50","82097b50","Function","Global","Analysis","0","0"
"Function_82097B90","82097b90","Function","Global","Analysis","2","0"
"FUN_82097df8","82097df8","Function","Global","Default","1","0"
"FUN_82097f60","82097f60","Function","Global","Default","1","0"
"Function_82098188","82098188","Function","Global","Analysis","1","0"
"Function_82098290","82098290","Function","Global","Analysis","5","0"
"Function_820982E0","820982e0","Function","Global","Analysis","5","0"
"Function_820985A0","820985a0","Function","Global","Analysis","1","0"
"Function_82098638","82098638","Function","Global","Analysis","2","0"
"Function_820986F0","820986f0","Function","Global","Analysis","1","0"
"Function_82098748","82098748","Function","Global","Analysis","4","0"
"Function_820987A8","820987a8","Function","Global","Analysis","8","0"
"Function_820987E8","820987e8","Function","Global","Analysis","1","0"
"Function_82098A20","82098a20","Function","Global","Analysis","2","0"
"Function_82098E58","82098e58","Function","Global","Analysis","5","0"
"Function_82099060","82099060","Function","Global","Analysis","1","0"
"Function_82099210","82099210","Function","Global","Analysis","8","0"
"Function_82099270","82099270","Function","Global","Analysis","1","0"
"Function_820992C0","820992c0","Instruction Label","Global","Analysis","0","0"
"Function_82099388","82099388","Function","Global","Analysis","2","0"
"Function_82099480","82099480","Function","Global","Analysis","5","0"
"Function_82099530","82099530","Data Label","Global","Analysis","0","0"
"Function_82099640","82099640","Function","Global","Analysis","8","0"
"Function_82099708","82099708","Function","Global","Analysis","0","0"
"Function_82099778","82099778","Instruction Label","Global","Analysis","0","0"
"FUN_820997d0","820997d0","Function","Global","Default","2","0"
"Function_820997E0","820997e0","Data Label","Global","Analysis","0","0"
"Function_820998A8","820998a8","Data Label","Global","Analysis","0","0"
"Function_820999C0","820999c0","Function","Global","Analysis","8","0"
"Function_82099A80","82099a80","Function","Global","Analysis","1","0"
"Function_82099B40","82099b40","Data Label","Global","Analysis","0","0"
"Function_82099CD0","82099cd0","Function","Global","Analysis","1","0"
"Function_82099F80","82099f80","Function","Global","Analysis","0","0"
"Function_82099FC0","82099fc0","Function","Global","Analysis","0","0"
"Function_8209A090","8209a090","Function","Global","Analysis","1","0"
"FUN_8209a590","8209a590","Function","Global","Default","3","0"
"Function_8209A600","8209a600","Function","Global","Analysis","6","0"
"Function_8209A8B0","8209a8b0","Function","Global","Analysis","1","0"
"FUN_8209ab88","8209ab88","Function","Global","Default","1","0"
"Function_8209AB98","8209ab98","Function","Global","Analysis","17","0"
"Function_8209AE30","8209ae30","Function","Global","Analysis","1","0"
"FUN_8209b220","8209b220","Function","Global","Default","2","0"
"Function_8209B240","8209b240","Function","Global","Analysis","4","0"
"Function_8209B478","8209b478","Function","Global","Analysis","2","0"
"FUN_8209b548","8209b548","Function","Global","Default","6","0"
"FUN_8209b5e8","8209b5e8","Function","Global","Default","1","0"
"FUN_8209b5f0","8209b5f0","Function","Global","Default","3","0"
"FUN_8209b628","8209b628","Function","Global","Default","4","0"
"FUN_8209b638","8209b638","Function","Global","Default","1","0"
"FUN_8209b648","8209b648","Function","Global","Default","1","0"
"FUN_8209b668","8209b668","Function","Global","Default","1","0"
"FUN_8209b678","8209b678","Function","Global","Default","1","0"
"Function_8209B690","8209b690","Data Label","Global","Analysis","0","0"
"FUN_8209b7b8","8209b7b8","Function","Global","Default","1","0"
"FUN_8209b7c8","8209b7c8","Function","Global","Default","1","0"
"Function_8209B7D8","8209b7d8","Function","Global","Analysis","1","0"
"Function_8209B890","8209b890","Function","Global","Analysis","194","0"
"Function_8209B8F8","8209b8f8","Instruction Label","Global","Analysis","1","0"
"Function_8209B948","8209b948","Instruction Label","Global","Analysis","1","0"
"Function_8209BA00","8209ba00","Function","Global","Analysis","48","0"
"Function_8209BA58","8209ba58","Function","Global","Analysis","6","0"
"Function_8209BAA8","8209baa8","Function","Global","Analysis","4","0"
"Function_8209BB00","8209bb00","Function","Global","Analysis","0","0"
"Function_8209BB58","8209bb58","Function","Global","Analysis","40","0"
"Function_8209BBB8","8209bbb8","Function","Global","Analysis","15","0"
"Function_8209BC18","8209bc18","Function","Global","Analysis","8","0"
"Function_8209BC88","8209bc88","Function","Global","Analysis","1","0"
"Function_8209BCD8","8209bcd8","Function","Global","Analysis","48","0"
"Function_8209BD50","8209bd50","Function","Global","Analysis","28","0"
"Function_8209BE00","8209be00","Function","Global","Analysis","2","0"
"Function_8209BE48","8209be48","Function","Global","Analysis","2","0"
"Function_8209BED8","8209bed8","Function","Global","Analysis","4","0"
"Function_8209C058","8209c058","Function","Global","Analysis","1","0"
"Function_8209C1E8","8209c1e8","Function","Global","Analysis","3","0"
"Function_8209C450","8209c450","Function","Global","Analysis","3","0"
"Function_8209C4B0","8209c4b0","Function","Global","Analysis","2","0"
"FUN_8209c558","8209c558","Function","Global","Default","3","0"
"FUN_8209c578","8209c578","Function","Global","Default","5","0"
"Function_8209C590","8209c590","Instruction Label","Global","Analysis","1","0"
"Function_8209C610","8209c610","Function","Global","Analysis","2","0"
"FUN_8209c700","8209c700","Function","Global","Default","1","0"
"FUN_8209c738","8209c738","Function","Global","Default","2","0"
"Function_8209C750","8209c750","Function","Global","Analysis","0","0"
"Function_8209C808","8209c808","Function","Global","Analysis","1","0"
"FUN_8209c908","8209c908","Function","Global","Default","1","0"
"Function_8209C918","8209c918","Data Label","Global","Analysis","0","0"
"Function_8209CA20","8209ca20","Data Label","Global","Analysis","0","0"
"Function_8209CAB8","8209cab8","Function","Global","Analysis","3","0"
"Function_8209CB28","8209cb28","Function","Global","Analysis","1","0"
"Function_8209CBC8","8209cbc8","Function","Global","Analysis","44","0"
"FUN_8209cc20","8209cc20","Function","Global","Default","19","0"
"Function_8209CC40","8209cc40","Instruction Label","Global","Analysis","0","0"
"Function_8209CCA0","8209cca0","Data Label","Global","Analysis","0","0"
"Function_8209CD00","8209cd00","Function","Global","Analysis","1","0"
"Function_8209CD50","8209cd50","Function","Global","Analysis","11","0"
"Function_8209CDB0","8209cdb0","Function","Global","Analysis","1","0"
"Function_8209D000","8209d000","Function","Global","Analysis","99","0"
"FUN_8209d060","8209d060","Function","Global","Default","162","0"
"Function_8209D088","8209d088","Function","Global","Analysis","29","0"
"Function_8209D0F0","8209d0f0","Function","Global","Analysis","16","0"
"FUN_8209d150","8209d150","Function","Global","Default","96","0"
"Function_8209D168","8209d168","Function","Global","Analysis","4","0"
"Function_8209D250","8209d250","Function","Global","Analysis","5","0"
"Function_8209D3B0","8209d3b0","Function","Global","Analysis","2","0"
"Function_8209D488","8209d488","Data Label","Global","Analysis","0","0"
"FUN_8209d4d0","8209d4d0","Function","Global","Default","1","0"
"Function_8209D4E8","8209d4e8","Function","Global","Analysis","9","0"
"Function_8209D568","8209d568","Instruction Label","Global","Analysis","1","0"
"Function_8209D5F0","8209d5f0","Function","Global","Analysis","1","0"
"FUN_8209da20","8209da20","Function","Global","Default","1","0"
"FUN_8209da30","8209da30","Function","Global","Default","1","0"
"FUN_8209da40","8209da40","Function","Global","Default","1","0"
"Function_8209DA60","8209da60","Function","Global","Analysis","0","0"
"Function_8209DAE0","8209dae0","Function","Global","Analysis","0","0"
"FUN_8209dbd8","8209dbd8","Function","Global","Default","4","0"
"FUN_8209dbf8","8209dbf8","Function","Global","Default","4","0"
"Function_8209DC30","8209dc30","Function","Global","Analysis","0","0"
"Function_8209DCD0","8209dcd0","Instruction Label","Global","Analysis","0","0"
"Function_8209DEB8","8209deb8","Function","Global","Analysis","1","0"
"FUN_8209e0d0","8209e0d0","Function","Global","Default","1","0"
"Function_8209E120","8209e120","Function","Global","Analysis","0","0"
"FUN_8209e188","8209e188","Function","Global","Default","47","0"
"Function_8209E1D0","8209e1d0","Data Label","Global","Analysis","0","0"
"Function_8209E280","8209e280","Function","Global","Analysis","1","0"
"FUN_8209e328","8209e328","Function","Global","Default","28","0"
"Function_8209E358","8209e358","Function","Global","Analysis","1","0"
"Function_8209E398","8209e398","Function","Global","Analysis","1","0"
"Function_8209E498","8209e498","Function","Global","Analysis","1","0"
"Function_8209E530","8209e530","Instruction Label","Global","Analysis","1","0"
"Function_8209E5E8","8209e5e8","Instruction Label","Global","Analysis","0","0"
"Function_8209E740","8209e740","Function","Global","Analysis","0","0"
"Function_8209E818","8209e818","Function","Global","Analysis","0","0"
"Function_8209E940","8209e940","Data Label","Global","Analysis","0","0"
"Function_8209E9B0","8209e9b0","Function","Global","Analysis","0","0"
"FUN_8209ea70","8209ea70","Function","Global","Default","18","0"
"FUN_8209ea80","8209ea80","Function","Global","Default","1","0"
"Function_8209EA98","8209ea98","Function","Global","Analysis","1","0"
"Function_8209EB28","8209eb28","Function","Global","Analysis","0","0"
"FUN_8209ebf8","8209ebf8","Function","Global","Default","1","0"
"FUN_8209ec08","8209ec08","Function","Global","Default","2","0"
"FUN_8209ec18","8209ec18","Function","Global","Default","5","0"
"Function_8209EC28","8209ec28","Function","Global","Analysis","1","0"
"FUN_8209eef0","8209eef0","Function","Global","Default","1","0"
"Function_8209F170","8209f170","Function","Global","Analysis","1","0"
"Function_8209F4E0","8209f4e0","Function","Global","Analysis","1","0"
"FUN_8209f578","8209f578","Function","Global","Default","4","0"
"FUN_8209f588","8209f588","Function","Global","Default","5","0"
"FUN_8209f598","8209f598","Function","Global","Default","12","0"
"FUN_8209f5a8","8209f5a8","Function","Global","Default","1","0"
"FUN_8209f5b8","8209f5b8","Function","Global","Default","2","0"
"FUN_8209f5c8","8209f5c8","Function","Global","Default","2","0"
"Function_8209F5D8","8209f5d8","Function","Global","Analysis","1","0"
"Function_8209F900","8209f900","Function","Global","Analysis","1","0"
"Function_8209FE50","8209fe50","Function","Global","Analysis","1","0"
"Function_8209FEB0","8209feb0","Instruction Label","Global","Analysis","0","0"
"Function_8209FEE0","8209fee0","Function","Global","Analysis","1","0"
"Function_820A0148","820a0148","Function","Global","Analysis","15","0"
"Function_820A01C8","820a01c8","Data Label","Global","Analysis","0","0"
"Function_820A0248","820a0248","Function","Global","Analysis","20","0"
"Function_820A02C8","820a02c8","Function","Global","Analysis","0","0"
"Function_820A0348","820a0348","Function","Global","Analysis","4","0"
"Function_820A03C8","820a03c8","Function","Global","Analysis","0","0"
"Function_820A0448","820a0448","Function","Global","Analysis","8","0"
"Function_820A04C8","820a04c8","Function","Global","Analysis","0","0"
"Function_820A0548","820a0548","Function","Global","Analysis","16","0"
"Function_820A05B8","820a05b8","Function","Global","Analysis","150","0"
"Function_820A0648","820a0648","Function","Global","Analysis","11","0"
"Function_820A06D8","820a06d8","Function","Global","Analysis","5","0"
"FUN_820a0768","820a0768","Function","Global","Default","1","0"
"FUN_820a0790","820a0790","Function","Global","Default","1","0"
"Function_820A07A0","820a07a0","Data Label","Global","Analysis","0","0"
"Function_820A0830","820a0830","Function","Global","Analysis","13","0"
"FUN_820a09e0","820a09e0","Function","Global","Default","20","0"
"FUN_820a0a38","820a0a38","Function","Global","Default","4","0"
"FUN_820a0a50","820a0a50","Function","Global","Default","1","0"
"FUN_820a0a68","820a0a68","Function","Global","Default","1","0"
"FUN_820a0a80","820a0a80","Function","Global","Default","4","0"
"FUN_820a0ad8","820a0ad8","Function","Global","Default","3","0"
"FUN_820a0b68","820a0b68","Function","Global","Default","1","0"
"Function_820A0B78","820a0b78","Function","Global","Analysis","1","0"
"Function_820A0C30","820a0c30","Instruction Label","Global","Analysis","0","0"
"FUN_820a0cf8","820a0cf8","Function","Global","Default","10","0"
"FUN_820a0d30","820a0d30","Function","Global","Default","23","0"
"FUN_820a0d48","820a0d48","Function","Global","Default","5","0"
"FUN_820a0d70","820a0d70","Function","Global","Default","13","0"
"Function_820A0D98","820a0d98","Function","Global","Analysis","3","0"
"FUN_820a0de8","820a0de8","Function","Global","Default","1","0"
"FUN_820a0e08","820a0e08","Function","Global","Default","2","0"
"FUN_820a10a0","820a10a0","Function","Global","Default","4","0"
"FUN_820a10e0","820a10e0","Function","Global","Default","1","0"
"FUN_820a1120","820a1120","Function","Global","Default","3","0"
"FUN_820a1170","820a1170","Function","Global","Default","1","0"
"FUN_820a11b0","820a11b0","Function","Global","Default","1","0"
"FUN_820a11f0","820a11f0","Function","Global","Default","3","0"
"FUN_820a1230","820a1230","Function","Global","Default","14","0"
"Function_820A1278","820a1278","Function","Global","Analysis","0","0"
"Function_820A1530","820a1530","Function","Global","Analysis","1","0"
"Function_820A1670","820a1670","Function","Global","Analysis","1","0"
"Function_820A16F8","820a16f8","Function","Global","Analysis","1","0"
"Function_820A1800","820a1800","Function","Global","Analysis","3","0"
"Function_820A19E8","820a19e8","Function","Global","Analysis","1","0"
"Function_820A1B70","820a1b70","Function","Global","Analysis","1","0"
"Function_820A1D40","820a1d40","Function","Global","Analysis","3","0"
"Function_820A1F10","820a1f10","Function","Global","Analysis","1","0"
"Function_820A2028","820a2028","Function","Global","Analysis","1","0"
"Function_820A2138","820a2138","Function","Global","Analysis","0","0"
"Function_820A21B0","820a21b0","Function","Global","Analysis","1","0"
"Function_820A2208","820a2208","Function","Global","Analysis","1","0"
"Function_820A23F0","820a23f0","Function","Global","Analysis","5","0"
"Function_820A2658","820a2658","Function","Global","Analysis","2","0"
"Function_820A28A8","820a28a8","Function","Global","Analysis","2","0"
"Function_820A34C8","820a34c8","Function","Global","Analysis","7","0"
"Function_820A35A8","820a35a8","Function","Global","Analysis","1","0"
"Function_820A37F8","820a37f8","Function","Global","Analysis","0","0"
"FUN_820a3bd8","820a3bd8","Function","Global","Default","5","0"
"Function_820A3C20","820a3c20","Function","Global","Analysis","3","0"
"Function_820A3F30","820a3f30","Function","Global","Analysis","1","0"
"Function_820A3FC0","820a3fc0","Function","Global","Analysis","2","0"
"FUN_820a4238","820a4238","Function","Global","Default","1","0"
